# Run Date: 2025-06-09 20:13:37
# Command: mimi_kegg_extract -l 40 -u 1000 -o data/processed/kegg_compounds_40_1000Da_v3.tsv
# Number ofcompounds: 16089     
#
# compound         KEGG Compound Database
# cpd              Release 114.0+/06-09, Jun 25
#                  Kanehisa Laboratories
# 
# Mass range: 40.0-1000.0 Da
#
CF	ID	Name
C6H14NO8P	C06377	D-Galactosamine 6-phosphate
C28H51N9O10S2	C16567	Homotrypanothione
C5H11NO2S	C00073	L-Methionine
C30H50O	C08615	alpha-Amyrin
C17H15NO3	C10572	Balsoxine
C10H14O2	C09887	Piquerol A
C18H32O3	C08368	Vernolic acid
C26H20N2O	C13779	XE991
C15H10O7	C10068	6-Hydroxykaempferol
C22H14	C19340	Benzo[g]chrysene
C17H20ClN3O	C18815	Triticonazole
C23H28N2O	C22759	Crotonylfentanyl
C9H16O4	C08261	Azelaic acid
C26H40N7O19P3S	C06028	2-Methylfumaryl-CoA
C9H11NO6	C04797	5-(L-Alanin-3-yl)-2-hydroxy-cis,cis-muconate 6-semialdehyde
C9H11NO2	C00079	L-Phenylalanine
C15H12N2O	C10688	Glycosminine
C20H32O3	C22891	5,20-Epoxytax-11-ene-4alpha,9alpha-diol
C43H70O15	C17794	Isoastragaloside II
C10H18O	C11411	(1R,2R,4S)-Iso-dihydrocarveol
C35H50N8O6S2	C15734	Patellamide A
C21H26Cl2N2O6	C06491	Compound WIN VIII
HS2O3	C00320	Thiosulfate
C14H21N3O9S	C03174	S-Succinylglutathione
C2H7AsO	C20300	Dimethylarsinous acid
C10H10N4O	C10930	Metamitron
C7H5NO4	C03722	Quinolinate
C11H21NO9S2	C17256	2-Methylpropyl glucosinolate
C29H50N7O17P3S	C01944	Octanoyl-CoA
C29H50N7O18P3S	C05278	(R)-3-Hydroxyoctanoyl-CoA
C36H45ClN6O12	C19955	Phomopsin A
C12H6Cl4O2S	C18451	Tetradifon
C42H51NO15	C18639	Aclacinomycin Y
C6H14O12P2	C04062	D-myo-Inositol 1,3-bisphosphate
C40H67NO14	C14056	Leucomycin A1
C16H14O3	C10505	(R)-4-Methoxydalbergione
C11H8N2O5	C04621	(E)-2-(2-Furyl)-3-(5-nitro-2-furyl)acrylamide
C15H8F3NO3	C14971	N-(6-Oxo-6H-dibenzo[b,d]pyran-3-yl)-2,2,2-trifluoroacetamide
C18H16O4	C14720	4-Ethyl-7-hydroxy-3-(p-methoxyphenyl)coumarin
C28H47NO8	C11999	Pikromycin
C3H7NO3	C00065	L-Serine
C14H17NO6	C04273	(S)-Mandelonitrile beta-D-glucoside
C15H11BrClF3N2O	C18455	Chlorfenapyr
C40H56O2	C08599	Lactucaxanthin
C20H34O5	C13809	9,11,15-Trihydroxy-prosta-5,13-dien-1-oic acid
C10H9NO3	C21619	(2-Hydroxy-1H-indol-3-yl)acetate
C40H78O13P2	C13885	1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phospho-sn-glycerol 3'-phosphate
C10H16O	C17623	(-)-Pulegone
C4H6O6	C02107	(S,S)-Tartaric acid
C9H14N4O5S	C20993	S-(L-Histidin-5-yl)-L-cysteine S-oxide
BiN3H2O9	C13102	Bismuth subnitrate
C7H6N4S	C15415	1-Phenyl-5-mercaptotetrazole
C34H52N7O19P3S	C23004	(2E)-3-[(3aS,4S,5R,7aS)-5-Hydroxy-7a-methyl-1-oxooctahydro-1H-inden-4-yl]prop-2-enoyl-CoA
C22H28N2O2	C22794	Methoxyacetylfentanyl
C20H32	C21711	ent-Atiserene
FeHO2	C22881	Iron(III) oxide-hydroxide
C20H33N3O7S	C22948	(2R,3R,5S,6R)-6-(Ethyl)-2-(S-pantetheinyl)-carbapenam-3-carboxylate
C15H24	C20173	(+)-gamma-Cadinene
C15H34N9O8PS	C08440	Phaseolotoxin
C18H34O3	C00869	2-Oxooctadecanoic acid
C20H34O	C20834	Cyclooctat-9-en-7-ol
C6H6O4S	C12849	p-Phenolsulfonic acid
C13H14	C08395	Aethusin
C29H34N4	C09229	Ochrolifuanine A
C25H40N7O18P3S	C00332	Acetoacetyl-CoA
C28H40N7O19P3S	C21081	Gentisyl-CoA
C8H5NO2	C11129	Isatin
C26H40O2	C21952	(8Z,11Z,14Z,17Z,20Z,23Z)-Hexacosahexaenoic acid
C29H33NO11	C18641	15-Demethoxy-epsilon-rhodomycin
Fe2O3	C19424	Ferric oxide
C20H26Br2O2	C15352	6-(Dibromomethylene)-17beta-hydroxyandrost-4-en-3-one
C20H27N10O16P3	C04307	P1,P2-Bis(5'-adenosyl) triphosphate
C26H39NO5S	C15694	Epothilone C
C20H32O3	C14770	11,12-EET
C21H20O9	C10524	Puerarin
C5H8O2	C19238	Ethyl acrylate
C24H34O4	C15569	12alpha-Hydroxy-3-oxochola-4,6-dienoate
C30H50O2	C08618	Betulin
C15H24	C19742	(+)-delta-Selinene
C5H8O	C07330	3-Methyl-2-butenal
C19H15ClO	C13785	TRAM-3
C9H12O4	C05594	3-Methoxy-4-hydroxyphenylethyleneglycol
C16H12O5	C10323	Cypripedin
C16H10O2	C18264	1,8-Dihydroxypyrene
C7H12O5	C05994	2-Propylmalate
C19H23NO4	C09643	Sinomenine
C6H5N5O2	C21957	Reumycin
C25H39NO6	C08682	Erythrophleguine
C18H31N3O13P2	C18031	dTDP-D-angolosamine
C19H30O3	C15536	Dihydromonacolin L
C17H22O6	C09568	epi-Tulipinolide diepoxide
C21H25NO5	C11250	Demecolcine
C31H50N7O17P3S	C16465	trans-Geranyl-CoA
C20H22O4	C10550	Dehydrodieugenol
C10H16O	C09859	Fenchone
C15H12O6	C10415	(+/-)-Dalbergioidin
C9H15N3O2	C18954	Nitrilacarb
C12H22O4	C19143	Dibutyl succinate
C19H20N2O	C16726	Cinchoninone
C20H25NO4	C20712	(S)-Laudanine
C35H44N2O10	C08657	Anhwiedelphinine
C8H8O2	C21166	4-Hydroxy-3-methylbenzaldehyde
C11H15NO9P	C01185	Nicotinate D-ribonucleotide
C6H12O6	C00764	D-Sorbose
C5H12O4S2	C11498	(S)-2-Hydroxypropyl-CoM
C9H12N2O5	C00526	Deoxyuridine
C16H17N3O	C09160	Ergine
C18H30O2	C06427	(9Z,12Z,15Z)-Octadecatrienoic acid
C16H12O7	C04443	3-O-Methylquercetin
C17H14O6	C17784	Pectolinarigenin
C13H13N3O5S2	C11745	Succinyl sulfathiazole
C20H32O5	C06315	Lipoxin B4
C27H36O15	C11663	Loganin pentaacetate
C21H23NO5	C22086	Demethylluteothin
C10H8O4	C21414	Naphthalene-1,2,4,8-tetrol
C3H9NO3S	C03349	3-Aminopropanesulfonate
C11H13NO3	C09933	Cantleyine
C15H24	C20163	5-epi-alpha-Selinene
C3H2O2	C00804	Propynoate
C17H14N2	C09230	Olivacine
C24H35NO5	C20032	Batrachotoxinin A
C13H16O2	C10702	4'-Hydroxy-3'-prenylacetophenone
C22H28O8	C09475	Hiyodorilactone A
C2H5NOS	C22976	(Z)-(2-Aminovinyl)sulfanolate
CH4N2O2	C07044	Hydroxyurea
C22H32O8	C09776	Didrovaltratum
C21H15N3O3	C21132	Deoxyviolaceinic acid
C20H21N3O3	C10635	Aniflorine
C4H13NO7P2	C07752	Alendronic acid
C16H16O5	C09471	Asebogenin
C55H92O7P2	C04574	di-trans,poly-cis-Undecaprenyl diphosphate
C6H8O4	C01757	Triacetate
C27H44O	C05443	Vitamin D3
C10H16	C09882	beta-Pinene
C11H9NO3	C00331	Indolepyruvate
C11H11N5	C19255	MeIQx
C21H31FO3	C15166	5alpha-Androstane-2alpha-fluoro-17beta-ol-3-one acetate
C19H35N3O4S	C11292	N-Acetylleucyl-leucyl-methioninal
C30H44N7O18P3S	C21913	Dihydro-4-coumaroyl-CoA
C12H15N3O3S	C21883	Hydroxyalbendazole
C16H20O6	C09953	Monocerin
CH3Hg	C18672	Methylmercury
C12H4Cl4O2	C07557	2,3,7,8-Tetrachlorodibenzodioxin
C19H26O6	C09290	Alatolide
C20H32O5	C06476	Prostaglandin F3alpha
C6H6N4O2	C16358	1-Methylxanthine
C36H38O8	C09201	Tinyatoxin
C4H5NO2S2	C14764	2-Thiophenesulfonamide
C21H24F3N3S	C07168	Trifluoperazine
C16H23NO5	C10304	Fulvine
C11H12N2O3	C19716	N-Hydroxy-L-tryptophan
C15H13N3O3S	C21882	Fenbendazole S-oxide
C20H24O2	C08162	Exemestane
C4H7NO4	C00402	D-Aspartate
C10H7NO3	C01717	4-Hydroxy-2-quinolinecarboxylic acid
C28H46O2	C04416	5alpha-Ergosta-7,22-diene-3beta,5-diol
C10H12N5O7P	C07025	3'-Keto-3'-deoxy-AMP
C4H4O2	C02648	4-Hydroxy-2-butynal
C10H18O3S	C17228	2-Oxo-9-methylthiononanoic acid
C6H5ClO	C14270	3-Chlorophenol
C10H10O3	C14784	1,2-Dihydroxy-3,4-epoxy-1,2,3,4-tetrahydronaphthalene
C6H10Ge2O7	C13086	Propagermanium
C46H56N4O8	C11641	3',4'-Anhydrovinblastine
C16H27N3O14P2	C19947	dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose
C14H16BNO	C20698	2-Aminoethyl diphenylborinate
C13H22N4O9S	C20928	MM 42842
C9H6I2O4	C01244	3,5-Diiodo-4-hydroxyphenylpyruvate
C23H37N6O15P	C22251	CMP-5-N-acetyl-7-N-(D-alanyl)-legionaminic acid
C15H26O	C19744	(+)-Epicubenol
C11H18N5O13P3	C06500	5'-Guanylylmethylenebisphosphonate
C31H48N7O18P3S	C11935	4-Isopropenyl-2-oxy-cyclohexanecarboxyl-CoA
C21H26ClN3O2	C12915	Nemonapride
C16H19NO4	C10847	Benzoylecgonine
H2S2O3	C05529	Thiosulfuric acid
C20H16NO4	C09430	Fagaridine
C10H14O	C18025	(+)-Menthofuran
C20H32O2	C21561	Oryzalexin E
C30H26O11	C17775	Gambiriin B1
C2H5ClO	C06753	2-Chloroethanol
C39H47NO14	C01849	Rifamycin O
C7H5FO2	C02371	4-Fluorobenzoate
C24H26O8	C09013	Mallotochromene
C15H20O4	C20402	Neopentalenolactone D
C22H25N3O5	C20605	12alpha,13alpha-Dihydroxyfumitremorgin C
C11H13N	C07414	Pargyline
C32H44O14	C19869	beta-D-Gentiobiosyl crocetin
C12H10O2	C19750	3,5-Dihydroxybiphenyl
C10H14Cl6N4O2	C10960	Triforine
C22H20O8	C20046	Mollicellin C
C55H91O4P	C20420	tritrans,heptacis-Undecaprenyl phosphate
C6H11N3O7P2	C04752	4-Amino-5-hydroxymethyl-2-methylpyrimidine diphosphate
C15H22O	C22013	(4S)-4-(5,5-Dimethylcyclohex-1-en-1-yl)cyclohex-1-ene-1-carbaldehyde
C3H5NO3	C11822	2-Aminomalonate semialdehyde
C17H25NO2	C09879	Lycoflexine
C10H14BrCl3	C17106	Mertensene
C26H31NO5	C10589	Decaline
C17H27N5O16P2	C06398	ADP-L-glycero-beta-D-manno-heptose
NaF	C08142	Sodium fluoride
C5H12O11P2	C20986	D-Ribose 2,5-bisphosphate
C27H26O5	C15027	2,2-Dimethyl-3,4-bis(4-methoxyphenyl)-2H-1-benzopyran-7-ol acetate
C15H14O5	C08929	alpha-Pyrufuran
C12H5Cl5O	C14373	4-Hydroxy-2,2',3',4',5'-pentachlorobiphenyl
C20H12ClNO2	C14951	3-[(2-Chlorobenzylidene)amino]-6H-dibenzo[b,d]pyran-6-one
C31H46N7O20P3S	C07302	3-Hydroxy-3-(3-hydroxy-4-methoxyphenyl)propionyl-CoA
C25H36O5	C15290	2alpha,17beta-Dihydroxyandrost-4-en-3-one dipropionate
C22H20O9	C12425	epsilon-Rhodomycinone
C21H22O4	C10264	3-Hydroxy-5-methoxy-6-prenylstilbene-2-carboxylic acid
C11H16O	C08490	Jasmone
C8H16N2O3	C02155	Glycyl-leucine
C15H22O	C19677	Germacra-1(10),4,11(13)-trien-12-al
C28H44N7O18P3S	C06749	6-Hydroxycyclohex-1-ene-1-carbonyl-CoA
C4H10O	C13240	Ether
C16H15FO2	C19031	Fluenetil
C21H22O5	C17499	Notopterol
C10H16O2	C02108	1,2-Campholide
C12H20NO2	C17063	Salicifoline
C26H28O15	C10026	Carlinoside
C7H9NO5	C20258	(2S,4S)-4-Hydroxy-2,3,4,5-tetrahydrodipicolinate
C8H11NO5S	C13690	Dopamine 3-O-sulfate
C15H18O4	C09344	Artemisin
C7H14NO4PS2	C19005	Mecarphon
C14H22N2O10	C20333	N2-Citryl-N6-acetyl-N6-hydroxy-L-lysine
C18H13NO3	C18869	Naptalam
C13H15O13S	C10837	Turgorin
C15H25BrO	C17179	beta-Snyderol
C20H22O6	C10682	Matairesinol
C35H43NO11	C14722	Rifamycin W-hemiacetal
C19H17NO2S	C21518	Tazarotenic acid
CCl3NO2	C18445	Chloropicrin
C2H6N2O	C14704	N-Nitrosodimethylamine
C32H53N2O4	C07556	Rocuronium
C15H14O6	C14079	(-)-Catechin
C17H28	C19640	5beta-Gonane
C37H72O11P2	C13890	1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-pyrophosphate
C8H7NO	C05658	Indoxyl
C17H18O4	C09646	7,3'-Dihydroxy-4'-methoxy-8-methylflavan
C30H22N4O5	C12116	Esmeraldic acid
C16H16O9	C11584	4-Methylumbelliferone glucuronide
C25H27N9O8S2	C06883	Cefoperazone
C9H19NOS	C11081	EPTC
C5H11N3O	C02647	4-Guanidinobutanal
C17H19N3O6	C18486	Pyriminobac-methyl
C4H6N2	C19261	2-Methylimidazole
C6H6O3	C02814	Benzene-1,2,4-triol
C19H21NO4	C02106	(S)-Scoulerine
C21H23NO7	C21600	Narcotoline hemiacetal
C30H26O13	C17140	Tribuloside
C20H28O2	C00777	Retinoate
C12H20N2O	C10125	Ammodendrine
C21H30O4	C02140	Corticosterone
C20H22O4	C09002	8-(3,3-Dimethylallyl)spatheliachromene
C27H44O13	C17866	Atractyloside I
C15H22O2	C09721	Sclerosporin
C22H19F3N4O2	C11743	SB 243213
C37H45NO5	C20731	Penitrem B
C24H40O5	C04661	3alpha,7alpha,12beta-Trihydroxy-5beta-cholanate
C8H8O2	C00548	Phenyl acetate
C8H14N4S2	C11800	Thiaburimamide
C4H4O5	C00036	Oxaloacetate
C12H22O10	C08246	Robinobiose
C15H11O6	C05905	Cyanidin
C10H14N4O12P2	C01337	XDP
C12H20N2O3	C07807	Pirbuterol
C14H13Cl2N5O4S	C18867	Metosulam
C15H10O3	C11264	7-Hydroxyflavone
C16H24O4	C19417	3,4-Epoxy-6-methylcyclohexylmethyl-3,4-epoxy-6-methylcyclo-hexanecarboxylate
C19H14O5	C12374	Decarboxytetracenomycin F1
C16H16O4	C18133	Deoxyshikonin
C44H51NO17	C09934	Cassinine
C14H12N4O2	C19236	Disperse Blue 1
C15H19NO3	C15462	cis-1,3,4,6,7,11b-Hexahydro-9-methoxy-2H-benzo[a]quinolizine-3-carboxylic acid
C20H32O5	C06314	Lipoxin A4
C22H20O6	C14612	Rubrophen
C5H10O3	C20827	3-Hydroxyisovalerate
C28H42N7O17P3S	C09809	Cyclohexa-2,5-diene-1-carbonyl-CoA
C19H18N2O4	C09326	Alamarine
C2H3NO3	C01444	Oxamate
C6H15NO6S	C05353	TES
C27H44O3	C16493	2,22,25-Trideoxyecdysone
C8H10O4	C05576	3,4-Dihydroxyphenylethyleneglycol
C6H13NO2	C21096	L-allo-Isoleucine
C13H18N2O	C08309	N,N-Dimethyl-5-methoxytryptamine
C10H16N2O4S3	C06969	Dorzolamide
C9H11NO2	C07527	Benzocaine
C11H8N2S	C21721	Camalexin
C28H23NO12	C06780	Pradimicinone II
C20H18O2	C19490	trans-3,4-Dihydro-3,4-dihydroxy-7,12-dimethylbenz[a]anthracene
C36H36N2O8	C17911	Cannabisin G
C25H40N7O20P3S	C04348	L-Malyl-CoA
C15H22O2	C09399	Drimenin
C5H10O3	C02804	5-Hydroxypentanoate
C10H18O	C16909	1,4-Cineole
CH2O2	C00058	Formate
C40H62N12O9	C20971	Alamandine
C14H10O2	C16204	1,2-Anthracenediol
C9H17N5O	C19098	Atraton
C18H16O7	C10101	(-)-Usnic acid
C17H24O3	C09623	Buddledin A
C34H44O16	C10439	4'-Cinnamoylmussatioside
C10H12	C14411	Dicyclopentadiene
C12H9NO2	C19269	5-Nitroacenaphthene
C6H10O5	C11592	Diethyl pyrocarbonate
C6H8O3	C01125	Dihydro-4,4-dimethyl-2,3-furandione
C8H11NO5S	C13691	Dopamine 4-O-sulfate
C20H24O9	C07601	Ginkgolide A
C6H12O	C08492	3-Hexenol
C20H30O2	C21826	ent-3beta-Hydroxycassa-12,15-dien-2-one
C22H21N5O3	C22166	Glandicoline A
C25H43NO8	C20741	Novamethymycin
C19H23N3O2	C07543	Ergonovine
C25H27ClN2	C07116	Meclizine
C5H13N3O	C00436	N-Carbamoylputrescine
C14H15N3	C10914	Cyprodinil
C30H50O2	C15274	Allobetulin
C10H16N2O7	C05282	(5-L-Glutamyl)-L-glutamate
C12H6Cl3NO3	C19048	Quinonamid
C20H32O3	C14749	19(S)-HETE
C5H10N2O	C19781	L-Prolinamide
C12H11Cl2N3O2	C18701	Azaconazole
C21H31N7O15P2	C20482	(6R)-6beta-Hydroxy-1,4,5,6-tetrahydronicotinamide-adenine dinucleotide
C10H16	C11391	(S)-(+)-alpha-Phellandrene
C20H32O	C20146	ent-2alpha-Hydroxyisokaurene
C42H50N4O5	C09195	Gabunine
C31H42O10	C08849	Asclepin
C20H32O4	C14812	12(R)-HPETE
C24H32O9	C11288	16alpha,17beta-Estriol 3-(beta-D-glucuronide)
C14H7Br2NO2	C19211	1-Amino-2,4-dibromoanthraquinone
C7H6O4	C00196	2,3-Dihydroxybenzoate
C17H15NO2	C09339	(-)-Annonaine
C18H17NO5S3	C21337	Calicheamicinone
C7H14N2O3	C01047	N5-Ethyl-L-glutamine
C33H37N5O5	C07798	Dihydroergotamine
C14H16ClN3O2	C11156	Triadimefon
C9H12O	C14311	4-Propylphenol
C6H12O5	C08259	(-)-Viburnitol
C4H10N2O3	C08270	L-Canaline
C10H14O2	C09841	Carvone oxide
C7H16O7	C08255	Perseitol
C9H10O3	C12206	Caffeyl alcohol
C5H6O5	C06316	Dehydro-D-arabinono-1,4-lactone
C8H14O3	C02975	Ethyl 3-oxohexanoate
C12H22O11	C15548	2-alpha-D-Glucosyl-D-glucose
C24H32O4	C15350	Estra-1,3,5(10)-triene-3,16alpha-diol dipropionate
C3H9O6P	C02979	Glycerol 2-phosphate
C20H18O9	C20506	Versiconol acetate
C6H10O6	C05394	3-Keto-beta-D-galactose
C5H11NO3	C20313	N-Hydroxy-L-valine
C9H8O4	C01197	Caffeate
C28H46O7	C08829	Makisterone B
C26H30O11	C10885	Simplexoside
C6H13O7PS	C22359	S-Methyl-1-thio-D-xylulose 5-phosphate
C27H44O8	C16500	20,26-Dihydroxyecdysone
C24H32O7	C10657	Magnosalicin
C11H19N3O6	C20919	Isotabtoxin
C2H4S5	C08382	Lenthionine
C15H10O3	C02921	2'-Hydroxyisoflavone
C18H34O5	C14837	9,10-Dihydroxy-12,13-epoxyoctadecanoate
C19H16O6	C17473	Methylophiopogonone A
C21H30O2	C22741	delta8-Tetrahydrocannabinol
C44H68O13S	C20006	Acanthifolicin
C8H7ClO2	C03077	4-Chlorophenylacetate
C27H36BrClN2O4	C18212	Jamaicamide A
C3H6O3	C01013	3-Hydroxypropanoate
C28H47NO4S	C12065	Tiamulin
C13H8O4	C10061	Euxanthone
C7H13Cl2N2O3P	C07644	4-Ketocyclophosphamide
C21H22O4	C15059	2,2,4-Trimethyl-3-(4-methoxyphenyl)-2H-1-benzopyran-7-ol acetate
C3H4O6S	C05528	3-Sulfopyruvate
C6H12O2	C03739	trans-1,2-Cyclohexanediol
C16H16O3	C09650	7,4'-Dihydroxy-8-methylflavan
C7H7FO4	C16478	3-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate
C11H17NO2	C22738	2,5-Dimethoxyamphetamine
C11H13NO4	C14433	Bendiocarb
C18H24O5	C14751	beta-Zearalenol
C32H44O12	C08872	Lanceotoxin A
C2H4O4S	C00593	Sulfoacetaldehyde
C20H32	C19816	Elisabethatriene
C18H16O7	C10189	Tambulin
C21H25NO4	C09446	Glaucine
C21H25N3O2	C20512	Tryprostatin B
C27H25O16	C16288	Pelargonidin 3-O-3'',6''-O-dimalonylglucoside
C17H14N2O7S3	C13702	4-Acetamido-4'-isothiocyanostilbene-2,2'-disulphonic acid
C17H18N5O9P	C21497	4-Hydroxybenzoyl-adenylate
C27H42O4	C08909	Ruscogenin
C45H60N4O14	C06408	Precorrin 8X
C13H11NO4	C10694	Haplopine
C6H6O3	C20718	4-Hydroxy-5-methyl-2-methylenefuran-3(2H)-one
C21H34O3	C14978	17beta-Hydroxy-2alpha-(methoxymethyl)-5alpha-androstan-3-one
C5H12O7P2	C00129	Isopentenyl diphosphate
C9H14FN2O15P3	C21749	5-Fluorouridine triphosphate
C8H16NO9P	C04257	N-Acetyl-D-mannosamine 6-phosphate
C10H14O	C09843	Chrysanthenone
C10H19O7PS	C07498	Malaoxon
C20H24N4O9S	C14805	1-Nitro-5-hydroxy-6-glutathionyl-5,6-dihydronaphthalene
C15H10O2	C10405	Tectoquinone
C15H14O3	C21418	(2R,3S,4S)-Leucoanthocyanidin
C21H21NO7	C09593	Narcotoline
C3H5Br2Cl	C14336	1,2-Dibromo-3-chloropropane
C14H14O2	C14341	4,4'-Dihydroxybibenzyl
C13H17N5O8S2	C06840	Aztreonam
C5H8O2	C02240	5-Valerolactone
C12H19NO3	C22747	3,4,5-Trimethoxyamphetamine
C19H26O4	C15151	17beta-Hydroxy-4-oxa-5alpha-estr-1-en-3-one acetate
C46H58N4O9	C07201	Vinblastine
C12H8Cl2O3S	C19024	Chlorfenson
C4H3F7O	C07520	Sevoflurane
C20H17FO3S	C01531	Sulindac
C30H48O3	C17148	Oleanolic acid
C5H10Br2O2	C19199	2,2-Bis(bromomethyl)propane-1,3-diol
C8H11NO	C18396	Methyridine
C18H34O3	C19418	9,10-Epoxystearate
C32H41NO2	C07463	Terfenadine
C20H18O9	C10349	Frangulin B
C12H23N	C14686	Dicyclohexylamine
C4Cl6	C11091	Hexachloro-1,3-butadiene
C21H28O3	C15443	3-(Allyloxy)estra-1,3,5(10)-triene-16beta,17beta-diol
C28H50O3	C15801	6-Deoxotyphasterol
C30H50O	C20195	Tirucalla-7,24-dien-3beta-ol
C15H12O2	C16208	1-Methoxy-2-hydroxyanthracene
C26H36O9	C09070	Caryoptin
C6H9NO4	C00651	4-Methylene-L-glutamate
C13H8O5	C10065	Gentisein
C19H24O4	C14347	Bisphenol A bis(2-hydroxyethyl)ether
C13H21NO2S	C22737	2,5-Dimethoxy-4-propylthiophenethylamine
C25H36O4	C09145	Ophiobolin A
C6H14NO8P	C12213	Kanosamine 6-phosphate
C7H14NO3PS2	C19011	Phosfolan
C8H10FN3O3S	C12599	Emtricitabine
C10H16	C09877	(+)-beta-Phellandrene
C11H11ClN2O2	C21865	5-Chloro-L-tryptophan
C33H56N7O17P3S	C03221	2-trans-Dodecenoyl-CoA
C4H6O3	C00232	Succinate semialdehyde
C15H8N2O2	C10742	Tryptanthrine
C17H20N2O	C18792	Methyldymron
C16H30O6	C03962	(-)-Menthyl O-beta-D-glucoside
C6H7NO	C01987	2-Aminophenol
C10H12N2O2	C16151	2,6-Dihydroxy-N-methylmyosmine
C17H12	C19343	Benzo[a]fluorene
C50H72O2	C22347	Bisanhydrobacterioruberin
C18H21NO3	C06174	Codeine
C6H10O5	C03827	2-Dehydro-3-deoxy-L-fuconate
C8H14N4OS	C11802	Oxaburimamide
C28H48O	C05111	Methostenol
C20H34AuO9PS	C06836	Auranofin
C47H64N4O12	C08059	Rifapentine
C10H11NO	C00955	Indole-3-ethanol
C3H6N2O4	C00603	(S)-Ureidoglycolate
C21H16O8	C12415	Methyl nogalonate
C10H16O	C22272	(+)-Perillyl alcohol
C6H6O7S	C06676	4-Sulfolactone
C9H16ClN5	C14312	Propazine
C23H32O2	C15186	5alpha,17alpha-Pregn-2-en-20-yn-17-ol acetate
C9H16N4O6	C04732	5-Amino-6-(1-D-ribitylamino)uracil
C8H8O	C07209	3-Methylbenzaldehyde
C23H30N2O2	C22750	Ohmefentanyl
C27H41NO5S	C12039	Epothilone D
C42H64O16	C22653	Quillaic acid 3-O-beta-D-galactosyl-1,2-beta-D-glucuronide
C35H56N7O18P3S	C16335	OPC4-CoA
C40H58	C15907	1',2'-Dihydro-gamma-carotene
C19H28O3	C21296	1alpha-Hydroxytestosterone
C21H23NO5	C09444	Fumaricine
C6H6O3	C11918	Maltol
C13H25NO10S3	C08400	Glucoalyssin
C30H50O2	C19732	24-Hydroxy-beta-amyrin
C21H27N5O9S2	C08115	Cefpodoxime proxetil
C19H39N5O9	C17704	Antibiotic JI-20A
C11H20O10	C11535	6-O-(beta-D-Xylopyranosyl)-beta-D-glucopyranose
C38H42O14	C09122	Kansuinine B
C8H13NO2	C10866	Scopoline
C6H4N4O3S	C19189	2-Amino-5-(5-nitro-2-furyl)-1,3,4-thiadiazole
C14H12O4	C05901	Piceatannol
C15H12Cl4O2	C14528	Tetrachlorobisphenol A
C6H12O5	C16538	1,5-Anhydro-D-mannitol
C4H9NO2Se	C05698	Selenohomocysteine
C21H32O2	C14475	Bolasterone
C21H36O10	C17858	Atractyloside A
C7H12O3S	C17216	2-Oxo-6-methylthiohexanoic acid
C17H26O11	C09784	Ipolamiide
C38H50N2O11	C08702	Nudicauline
C15H26N2	C17418	Genisteine
C3H7N	C19257	2-Methylaziridine
C7H12OS	C13720	alpha-EMTBL
C17H15ClO6	C18838	Dehydrogriseofulvin
C3H5NO	C01659	Acrylamide
C27H44O4	C18231	Calcitetrol
C23H45N5O13	C21264	5'''-epi-Lividomycin B
C27H36O	C20692	9-cis-10'-Apo-beta-carotenal
C18H16N2O8	C17753	Dopaxanthin quinone
C30H34O10	C17686	Lappaol C
C12H20O2	C09861	Geranyl acetate
C7H8N2	C01784	Benzamidine
C15H24	C19973	(+)-beta-Caryophyllene
C16H12N2O	C19525	Sudan I
C4H7NO2	C19456	N-Methylolacrylamide
C11H19N3O11P2	C22216	Cytidine 5'-{[hydroxy(2-hydroxyethyl)phosphonoyl]phosphate}
C40H58	C05431	all-trans-Neurosporene
C26H14N8O7S	C12040	Telomestatin
C7H11NO2	C10128	Arecaidine
C5H10O	C02020	Cyclopentanol
C28H34O15	C09755	Hesperidin
C22H24N2O10	C21438	11a-Hydroxyoxytetracycline
C20H28F2O2	C14910	4,4-Difluoro-17beta-hydroxy-17alpha-methyl-androst-5-en-3-one
C18H36O5	C19621	9,10,18-Trihydroxystearate
C9H13N5	C15344	N-Butyl-1H-pyrazolo[3,4-d]pyrimidin-4-amine
C7H7NO4	C12477	3-Methylpyrrole-2,4-dicarboxylic acid
C19H20O4	C09136	Montanin A
C27H48	C19661	Cholestane
C18H15ClSn	C14413	Triphenyltin chloride
C27H30O17	C12667	Quercetin 3-O-beta-D-glucosyl-(1->2)-beta-D-glucoside
C24H31FO6	C08183	Triamcinolone acetonide
C28H48O6	C08814	Brassinolide
C37H44O14	C12409	124-1
C7H15NOS	C17246	6-Methylthiohexanaldoxime
C14H10O5	C16838	Alternariol
C4H10O2	C20335	1,3-Butanediol
C4H8O3	C21297	2-Hydroxy-2-methylpropanoate
C13H17N3O4S	C21667	(Z)-1-(L-Cysteinylglycine-S-yl)-N-hydroxy-2-phenylethane-1-imine
C21H17F4NO3S2	C15625	GW 0742
C45H59CoN4O14	C11545	Cobalt-precorrin 8
C20H16O5	C10523	Psoralidin
C21H32O3	C15355	11alpha-Hydroxy-5beta-pregnane-3,20-dione
C25H43NO6	C11994	10-Deoxymethymycin
C9H13N2O8P	C00365	dUMP
