# Run Date: 2025-06-09 20:13:37
# Command: mimi_kegg_extract -l 40 -u 1000 -o data/processed/kegg_compounds_40_1000Da_v3.tsv
# Number ofcompounds: 16089     
#
# compound         KEGG Compound Database
# cpd              Release 114.0+/06-09, Jun 25
#                  Kanehisa Laboratories
# 
# Mass range: 40.0-1000.0 Da
#
CF	ID	Name
C13H14F3N3O4	C18827	Ethalfluralin
C9H19N3O3	C05341	beta-Alanyl-L-lysine
C14H10	C14315	Anthracene
C42H66O18	C08856	Thevetin B
C45H52N4O18	C05787	Bilirubin beta-diglucuronide
C19H19NO4	C05174	(S)-Cheilanthifoline
C5H10O5	C01394	Xylose
C3H5N3O4	C22084	1-Carboxybiuret
C9H8O4	C12623	trans-2,3-Dihydroxycinnamate
C15H23ClO4S	C19019	Aramite
C17H17N5O6S	C20439	NBMPR
C27H32N2O8	C02074	Raucaffricine
C26H45NO7S	C05122	Taurocholate
C32H42O7	C17767	Condurangogenin A
C6H13NO4	C10143	DMDP
C10H12O3	C00590	Coniferyl alcohol
C27H32N8O15P2	C21759	Isonicotinoyl-NAD adduct
C9H18N5O8P	C18910	2,5-Diamino-6-(5-phospho-D-ribitylamino)pyrimidin-4(3H)-one
C16H17N3O7	C19154	7,8-Didemethyl-8-hydroxy-5-deazariboflavin
C21H22N2O3	C19932	Perakine
C23H46N6O13	C01737	Neomycin B
C2H2F2	C19547	Vinylidene fluoride
C25H29N3O2	C10612	Pleurostyline
C22H33NO2	C08672	Cuauchichicine
C21H42O3	C13860	1-O-Octadec-9-enyl glycerol
C30H52O	C05109	24,25-Dihydrolanosterol
C3H7NO3	C00716	Serine
C6H12O6	C02782	2-Deoxy-D-gluconate
C23H39NO	C10810	Irehine
C10H12ClNO2	C21605	Arbaclofen
C13H20O	C12286	alpha-Ionone
C11H17NO8	C08341	Sarmentosin epoxide
C25H42O	C16818	Ophiobolin F
TlCl	C15226	Thallium chloride
C17H27N3O16P2	C22261	UDP-2-acetamido-2,6-dideoxy-alpha-D-galactose
C28H42O7	C20016	Hemibrevetoxin B
C20H24N2O2	C12259	(+)-Sceletium A4
C20H41N7O5S	C16562	Glutathionylspermine
C11H20O10	C07285	Arabino-galactose
C7H3Cl3O2	C18767	2,3,6-TBA
C6H10O8	C00818	D-Glucarate
C19H18O4	C15051	7-Hydroxy-3-(4-methoxyphenyl)-4-propyl-2H-1-benzopyran-2-one
C15H25N3O16P2	C02200	UDP-glucosamine
C12H12O2	C06589	cis-2,3-Dihydro-2,3-dihydroxybiphenyl
C19H17NO3	C15195	LY 294002
C36H65NO12	C06633	Erythromycin D
C6H12N2O4	C21397	Ethylenediamine-N,N'-diacetic acid
C20H16O7	C18629	Deoxynogalonate
C15H10F6O2	C14350	2,2-Bis(4-hydroxyphenyl)hexafluoropropane
C21H25NO4	C02890	Tetrahydropalmatine
C19H24MoN8O15P2S2	C21485	Cytidylyl molybdenum cofactor
C6H4Cl2O4	C07095	2,5-Dichloro-cis,cis-muconate
C15H12O5	C03567	2'-Hydroxydihydrodaidzein
C20H16N2O4	C01897	Camptothecin
C6H5ClO3	C07102	5-Chloro-1,2,4-trihydroxybenzene
C12H10N4O2	C01727	Lumichrome
C21H26N2O3	C09251	Vincamine
C4H9NOS	C03537	S-Acetylthioethanolamine
C22H23ClN6O	C07072	Losartan
C4H6O	C19377	Crotonaldehyde
C30H52O2	C19863	Lupan-3beta,20-diol
C30H24O9	C10234	Mahuannin D
C8H16O	C17145	3-Octanone
C11H10O4	C14092	cis-1,2-Dihydroxy-1,2-dihydro-8-carboxynaphthalene
C15H12O	C11433	1-Methoxyphenanthrene
C8H8O3	C12064	Resorcinol monoacetate
C14H8Cl3F3N2O	C18464	Fluopicolide
CO2	C00011	CO2
C17H24O	C08450	Falcarinol
C16H25N5O15P2	C02977	GDP-6-deoxy-D-talose
C15H18O5	C09302	Artecanin
C28H46N7O17P3S	C09823	Cyclohexane-1-carbonyl-CoA
C10H18O2	C18020	p-Menth-8-ene-1,2-diol
C35H42N2O9	C06540	Rescinnamine
C52H78O3	C03885	3-Nonaprenyl-4-hydroxybenzoate
C10H17N3O5	C05939	Linatine
C15H15ClFN3O3S2	C10908	Fluthiacet-methyl
C12H8N4O5	C14304	Furamizole
C7H19N3	C00315	Spermidine
C10H9NO7	C05656	5-(3'-Carboxy-3'-oxopropyl)-4,6-dihydroxypicolinate
C11H15NO3	C14262	p-Lactophenetide
C10H18O4	C14566	Diethyl adipate
C22H27F3O4S	C07815	Fluticasone
C32H44N2O8	C08694	Lappaconitine
C13H12O2	C08458	Safynol
C9H18N2O2S	C18652	Thiofanox
C18H28N2O3	C18866	Iprovalicarb
C10H10O5	C21450	4-(2-Hydroxyethoxycarbonyl)benzoate
C8H16NO3PS2	C19007	Mephosfolan
C21H30O3	C03205	11-Deoxycorticosterone
C36H51NO12	C08704	Pseudoaconitine
C10H14O	C14130	2-tert-Butylphenol
C27H44O3	C19648	Pseudotigogenin
C11H16FN3O3	C13252	Carmofur
C7H8O2	C02923	2,3-Dihydroxytoluene
C26H36O6	C16923	Bufotalin
C21H28O4	C15208	Bisphenol A bis(2-hydroxypropyl) ether
C19H24N7O8P	C07027	N6,N6,O-Tridemethylpuromycin-5'-phosphate
C8H9NO3	C06051	Isopyridoxal
C12H20O2	C09863	Linalyl acetate
C10H17N3O6	C05283	(5-L-Glutamyl)-L-glutamine
C7H9N3O4	C08289	Isowillardiine
C10H20O3	C02774	10-Hydroxydecanoic acid
C10H15N6O6P	C01655	2-AminoAMP
C22H25NO3	C12864	Tamibarotene
C19H22N8O6S2	C11210	Cefoselis
C31H38O9	C08785	Toonacilin
C11H12N2O2	C00525	D-Tryptophan
C20H27NO3	C12580	Trilostane
C27H44O	C05104	Delta7,24-Cholestadien-3beta-ol
C18H19N3O6S	C13440	Cefaloglycin
C8H13NO3	C11837	N-Butyryl-L-homoserine lactone
C11H11ClN2O2	C18532	Ethychlozate
C27H46O12	C17861	Atractyloside D
C6H6N2O	C00153	Nicotinamide
C19H21NO4	C09365	Boldine
C18H16N2O3	C19214	Citrus Red No.2
C34H46O18	C10543	Acanthoside D
C19H24NO3	C17567	Lotusine
C9H10Cl2N2O	C18428	Diuron
C31H41N7O6	C11308	Chymostatin
C24H27NO3	C10586	Cryptopleurine
C40H54	C15867	3,4-Dehydrolycopene
C16H17N3O6	C18890	Pyriminobac
C10H12O2	C09904	beta-Thujaplicin
C12H24O3	C08317	12-Hydroxydodecanoic acid
C14H14O3	C10255	Dihydroresveratrol
C18H30O3	C16346	17-Hydroxylinolenic acid
C26H45NO6S	C16868	Tauroursodeoxycholic acid
H2SeO4	C05697	Selenate
C23H28O11	C08751	Bruceine B
C6H12O4S	C03089	5-Methylthio-D-ribose
C28H50O5	C15803	6alpha-Hydroxycastasterone
C31H52O3	C13202	alpha-Tocopherol acetate
C26H30Cl2F3NO	C07634	Halofantrine
C9H10O4	C22890	3-Hydroxy-3-(4-hydroxyphenyl)propanoate
C18H16ClNO5	C11024	Fenoxaprop-ethyl
C32H36O15	C12381	Elloramycin A
C21H32O3	C13803	Alphaxalone
C7H10N2	C14401	2,4-Diaminotoluene
C9H10O6	C04479	2-Hydroxy-6-oxonona-2,4-diene-1,9-dioate
C7H14N2O4	C20914	C20914
C23H38N7O17P3S	C00024	Acetyl-CoA
C18H32O16	C00713	Panose
C9H4O6	C02080	Stipitatonate
C18H24O2	C15261	Estra-1,3,5(10)-triene-3,16beta-diol
C27H48O	C12978	Epidihydrocholesterin
C6H11O9P	C06893	2-Deoxy-5-keto-D-gluconic acid 6-phosphate
C30H40	C19797	4,4'-Diapolycopene
C6H10O7	C06472	L-Iduronic acid
C18H18O	C14544	(S)-5-Deoxyindenestrol
C14H19O6P	C18971	Crotoxyphos
C2H4FNO	C18675	Fluoroacetamide
C5H11O8P	C06239	alpha-L-Arabinose 1-phosphate
C21H44O3	C13858	1-O-Octadecyl-sn-glycerol
C4H8O3	C14601	Methyl methoxyacetate
C10H16N5O13P3	C19969	2-Hydroxy-dATP
C5H10O6	C05412	L-Lyxonate
C15H10O3	C10354	2-Hydroxymethylanthraquinone
C12H5Cl3O2	C15236	8-Hydroxy-2,3,4-trichlorodibenzofuran
C17H24O	C17447	(3S,9Z)-1,9-Heptadecadiene-4,6-diyn-3-ol
C18H24N2O5	C10145	Funebrine
C30H36N2O18	C08541	Bougainvillein-r-I
C20H30O	C11873	Kaur-16-en-18-al
C27H41NO6	C15823	Progeldanamycin
C20H26O4	C14162	Gibberellin A15
C28H46O	C08813	Brassicasterol
C41H68O13	C08969	Pittoside A
C17H17N3O2	C15094	GYKI 52895
C8H6O5	C12325	3,5-Dihydroxyphenylglyoxylate
C14H8O4	C01474	Alizarin
C33H41O21	C08629	Cyanidin 3,5,3'-tri-O-glucoside
C42H40O19	C16798	Sennoside D
C12H23O14P	C18050	beta-D-Fructofuranosyl-alpha-D-mannopyranoside 6F-phosphate
C20H30O3	C20212	Steviol
C30H51N7O7	C15754	Septacidin
C6H6	C01407	Benzene
C15H22O2	C16942	Curcumenol
C15H26O	C19743	(-)-Drimenol
C19H22O7	C09583	Vernolide
C31H46O10	C16771	Oscillatoxin A
C10H7NO2	C19474	2-Nitronaphthalene
C6H2Cl4	C18236	1,2,3,4-Tetrachlorobenzene
C19H12O6	C00796	Dicumarol
C10H16N5O14P3	C00044	GTP
C38H48N8O6S2	C15736	Patellamide B
C40H50O2	C08610	Rhodoxanthin
C5H9N3	C00388	Histamine
C8H12N4OS2	C15629	CGP 52608
C5H11NS2	C11474	Nereistoxin
C12H6Br4O	C18204	2,2',4,5'-Tetrabromodiphenyl ether
C17H31O18P	C19774	3-O-(6-O-alpha-D-Xylosylphospho-alpha-D-mannopyranosyl)-alpha-D-mannopyranose
C7H8O2	C02323	Salicyl alcohol
C8H18N2OS	C18943	Prothiocarb
C21H30O3	C22778	11-Hydroxytetrahydrocannabinol
C10H9ClN2	C21110	Monodechloroaminopyrrolnitrin
C10H16N4O2S	C19112	Buthidazole
C6H5BrO	C14841	2-Bromophenol
C12H22O11	C01971	beta-Maltose
C21H29N2O2	C22945	4-Methylajmaline
C45H60CoN5O13	C19724	Cobyrinate c-monamide
C30H48O5	C17841	Dahurinol
C17H20N2O6S	C07177	Methicillin
C12H10O2	C10310	Chimaphylin
C15H24	C20272	alpha-Muurolene
C7H14O2S	C16593	7-Mercaptoheptanoic acid
C22H12	C14318	Benzo[ghi]perylene
C35H62N7O17P3S	C02593	Tetradecanoyl-CoA
C18H16O5	C10045	3,5,7-Trimethoxyflavone
C20H20ClN3O3	C18362	Tepoxalin
C6H14O6	C00392	Mannitol
C26H28N2O5	C12183	Obliquine
C28H46N7O17P3S	C11949	3-Isopropylbut-3-enoyl-CoA
C10H15NO7	C11102	Hymexazol O-glucoside
C25H29FO2Si	C18412	Silafluofen
C10H14O2	C20320	Bornane-2,6-dione
C22H32O2	C15299	7alpha-Methyl-4-pregnene-3,20-dione
C6H8O7	C20890	D-Glucaro-1,5-lactone
C20H23Cl3N2O2S	C15693	Barbamide
CHI3	C13383	Iodoform
C24H22O12	C16191	Malonyldaidzin
C27H35NO5	C20543	Terpendole I
C24H23N5O6	C11737	CB3717
C8H9NO2	C03522	N-Methyl-4-aminobenzoate
C24H32N2	C22728	1-Cyclohexyl-4-(1,2-diphenylethyl)piperazine
C21H28N7O14P2	C00003	NAD+
C17H23NO3	C01479	Atropine
C20H32O4	C14810	Hepoxilin B3
C28H39ClN7O17P3S	C06387	4-Chlorobenzoyl-CoA
C21H26O4S	C14992	3-(Acetyloxy)-9-mercaptoandrosta-3,5-diene-11,17-dione
C10H10O6	C00251	Chorismate
C8H10O	C13637	4-Ethylphenol
C21H28N2OS	C22790	3-Methylthiofentanyl
C12H18N2O12	C08473	Cibarian
C28H46O4	C14158	Stylisterol B
C21H36O	C22103	3beta-Hydroxy-4,4-dimethylsteroid
C30H44O9	C08859	Cymarin
C15H25NO5	C10326	Indicine
C15H10O6	C10041	Fisetin
C17H22O10	C01175	1-O-Sinapoyl-beta-D-glucose
C18H24N4O7S	C21622	S-[(Z)-N-Hydroxy(phenyl)acetimidoyl]-L-glutathione
C19H14O5	C12396	Tetrangomycin
C12H10N2O	C19479	para-Nitrosodiphenylamine
C22H24O9	C14953	2-(3,4,5-Trimethoxyphenyl)-5,6,7,8-tetramethoxy-4H-1-benzopyran-4-one
C47H66O13	C12070	Pulvomycin
C25H28O6	C15161	2,2-Dimethyl-3-(4-methoxyphenyl)-4-ethyl-7-hydroxy-2H-1-benzopyran-8-methanol diacetate
C30H46O8	C08876	Neriifolin
C13H18N4O3	C07424	Pentoxifylline
C12H21N2O3PS	C14324	Diazinon
C12H24O17P2	C19799	Bis(1L-myo-inositol)-3,1'-phosphate 1-phosphate
C15H20O3	C09440	Eupatolide
C45H61CoN6O12	C06505	Cob(I)yrinate a,c diamide
C7H12O2	C10921	Butyl acrylate
C17H15NO2	C14597	2,3-Bis(p-methoxyphenyl)acrylonitrile
C9H10INO3	C02515	3-Iodo-L-tyrosine
C15H25N3O16P2	C12211	UDP-kanosamine
C24H32O8	C05503	Estradiol-17beta 3-glucuronide
C16H11NO4	C15048	7-(Acetyloxy)-3-(3-pyridinyl)-2H-1-benzopyran-2-one
C12H20N5O9P	C04811	1-(5-Phosphoribosyl)-4-(N-succinocarboxamide)-5-aminoimidazole
C29H60O	C08385	(10S)-Nonacosan-10-ol
C15H16O4	C09495	Linderane
C8H17NO2S	C17221	Trihomomethionine
C21H16O8	C12417	Auraviketone
C39H49NO21	C08326	Anthemis glycoside A
C34H43NO11	C14725	27-O-Demethyl-25-O-desacetylrifamycin SV
C2H4O	C06548	Ethylene oxide
C5H10O5	C05052	Ribulose
C6H7N3O2	C19384	1,2-Diamino-4-nitrobenzene
C13H20O	C14698	4-Heptylphenol
C13H21NO	C09872	Luciduline
C15H24	C20477	(-)-alpha-Isocomene
C17H27N4O14P	C21334	CMP-8-amino-3,8-dideoxy-beta-D-manno-octulosonate
C6H10O5	C18028	L-Fucono-1,5-lactone
C7H8O4	C04558	3-Methylmuconolactone
C2H8NO3P	C03557	2-Aminoethylphosphonate
C39H51NO8	C20549	Lolitrem J
C12H6Cl4	C18114	3,4,4',5-Tetrachlorobiphenyl
C40H68O7P2	C17437	di-trans,poly-cis-Octaprenyl diphosphate
C10H11NO5	C22210	4-Amino-4-deoxyprephenate
C2H4O	C00084	Acetaldehyde
C20H24N2O	C09051	Borrecapine
C7H6O6	C01278	2-Carboxy-2,5-dihydro-5-oxofuran-2-acetate
C20H20I2N2O5	C04418	N-Acetyl-L-phenylalanyl-L-diiodotyrosine
C10H14N5O7P	C01367	3'-AMP
C15H24	C20724	(+)-Thujopsene
C18H30O4	C16341	2(R)-HPOT
C6H13NO11S2	C03789	N,6-O-Disulfo-D-glucosamine
C26H35N5O6	C11318	DAMGO
C35H62NO15P	C03796	Oleandomycin 2'-O-phosphate
C7H12O2	C09822	Cyclohexane-1-carboxylate
C28H38N2O8S	C15659	TMC 126
C16H12O5	C10197	Wogonin
C20H28O6	C09414	Eriolangin
C10H15NO	C22822	Racephedrine
C17H30O2	C18862	Hydroprene
C16H12O6	C10098	Kaempferide
C20H32O	C22009	15,16-Epoxydolabrene
C18H26O6	C14538	Trimethylolpropane trimethacrylate
C15H24	C21684	(+)-Eremophilene
C20H26N2O3	C06496	Compound IV
C21H27FO5	C15361	Descinolone
C7H5Cl2NO2	C19056	Chloramben
C10H20NO5PS2	C18661	Mecarbam
C14H24O12	C02130	Acetyl-maltose
C30H50O	C20200	Baruol
C16H12O6	C17059	Rhamnocitrin
C10H12MoN5O7PS3	C21486	Thio-molybdenum cofactor
C25H47N5O15	C17587	2'''-N-Acetyl-6'''-deamino-6'''-hydroxyneomycin C
C9H16N3O2	C05575	Hercynine
C11H12O3	C12343	Isoshinanolone
C9H9NO	C14639	2-Indanone oxime
C15H26N2O	C10780	Retamine
C25H30N2O6	C18127	beta-Funaltrexamine
C13H19N2O	C13664	Bufotenidine
C25H24O12	C10445	1,3-Dicaffeoylquinic acid
C6H12O6	C01452	Sorbose
C27H31O16	C16306	Cyanidin 3-O-sophoroside
C19H27N5O3	C20097	Pseudoargiopinin III
C17H28N4O16P2	C22427	UDP-2-acetamido-3-amino-2,3-dideoxy-alpha-D-glucopyranose
C20H23N7O6	C00143	5,10-Methylenetetrahydrofolate
C22H34O3	C11898	Taxa-4(20),11(12)-dien-5alpha-acetoxy-10beta-ol
C8H15O3PS	C19930	tert-Butylbicyclophosphorothionate
C3H9N	C00565	Trimethylamine
C16H15F3N2O4	C13758	Bay-K-8644
C6H10O3	C06008	(3R)-3-Methyl-2-oxopentanoic acid
C45H72O16	C08940	Desglucomusennin
C7H16N4O4	C01298	1D-1-Guanidino-3-amino-1,3-dideoxy-scyllo-inositol
C14H20FN3OSi	C18544	Simeconazole
C19H25NO4	C10652	Bucharidine
C12H5Cl5O	C14372	2-Hydroxy-2',3',4',5,5'-pentachlorobiphenyl
C34H32N2O8	C17906	Cannabisin B
C8H10N4O4	C21144	1,3,7-Trimethyl-5-hydroxyisourate
C30H51N7O7	C15751	Spicamycin
C9H21O2PS3	C18693	Terbufos
C43H50N4O6	C09254	Vobtusine
C12H12	C14329	1,2-Dimethylnaphthalene
C9H12N2	C06524	Nornicotine
C12H5Cl5O	C14381	4-Hydroxy-2,3,3',4',5-pentachlorobiphenyl
C5H8O2	C12518	Glutaral
C17H13Cl3N4S	C18468	Imibenconazole
C7H12O4	C16657	2-Propylsuccinic acid
C2H2ClF3	C19367	2-Chloro-1,1,1-trifluoroethane
C15H26N2O3	C10756	Cadiamine
C14H30N2O4	C07546	Succinylcholine
C24H24	C15437	1,3,5-Triphenylcyclohexane
C12H8O2	C14409	2-Hydroxydibenzofuran
C6H6Cl2O2	C06599	2,5-Dichloro-2,5-cyclohexadiene-1,4-diol
C9H4N4O4	C13668	CNQX
C9H4N2S3	C18946	Thioquinox
C10H16O2	C11418	(3S,6S)-6-Isopropenyl-3-methyl-2-oxo-oxepanone
C16H16	C15449	trans-1,2-Diphenylcyclobutane
C7H11N	C11520	Cyclohexyl isocyanide
C20H30O3	C14929	17beta-Hydroxy-16alpha-methoxy-androst-4-en-3-one
C28H48O4	C15793	Typhasterol
C60H100NO7P	C16157	Undecaprenyl phosphate alpha-L-Ara4N
C12H10Cl2N2O	C19226	3,3'-Dichloro-4,4'-diaminodiphenyl ether
C30H46NO7P	C07016	Fosinopril
C42H82O4	C13822	2S,3R-Didecanoyl-docosane-2,3-diol
C34H36MgN4O4	C21432	8,12-Diethylbacteriochlorophyllide d
C12H12N2S	C19303	4,4'-Thiodianiline
C47H70O3	C05813	2-Octaprenyl-6-methoxy-1,4-benzoquinone
C19H28O3	C14497	6beta-Hydroxytestosterone
C5H9NO3S	C06809	Acetylcysteine
C14H22N2O16P2	C01623	UDP-apiose
C12H24N4S8Se	C19460	Methyl selenac
C10H13Cl3	C17110	Plocamene B
C55H91O4P	C00348	all-trans-Undecaprenyl phosphate
C16H16O8	C10296	Altersolanol A
C14H12N2O4	C14589	1,2-Bis(4-nitrophenyl)ethane
C20H26O9	C08752	Bruceine D
C5H14NO	C00114	Choline
C9H6O4	C09263	Esculetin
C40H36O12	C09834	Sanggenon C
C31H48O6	C06694	Fusidic acid
C15H20O7	C06080	Nivalenol
C16H12O3	C15616	7-Methoxyisoflavone
C28H31NO5	C06853	Bitolterol
C33H40N4O6	C05795	D-Urobilin
C8H16N3O8P	C04640	2-(Formamido)-N1-(5'-phosphoribosyl)acetamidine
C14H10O3	C11446	4-Dihydroxyethyl-8,9-epoxy-enediyne
C6H10O5	C01088	(R)-3,3-Dimethylmalate
C28H40O9	C20153	7beta-Hydroxytaxusin
C6H7N	C00292	Aniline
C16H9NO2	C14421	1-Nitropyrene
CH2ClF	C19362	Chlorofluoromethane
C15H10N2O4	C14265	N-(p-Nitrobenzyl)phthalimide
C16H16O4	C16225	(-)-Vestitol
C9H4Cl8O	C18960	Isobenzan
C22H26F3N3OS	C07010	Fluphenazine
C13H16N4O3S	C18942	Mecarbinzid
C6H13NO3	C22300	3(1)-Hydroxy-L-isoleucine
C20H20O6	C20453	Norsolorinic acid anthrone
C16H8Cl2F6N2O3	C18861	Hexaflumuron
C7H13O10P	C04691	2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate
C16H22BrN3O7S	C14848	2,3-Dihydro-2-S-glutathionyl-3-hydroxy bromobenzene
C13H16N2O3	C05643	6-Hydroxymelatonin
C32H52O9	C08916	Tokoronin
C19H26O7	C09521	Orizabin
C6H14O6	C01489	D-Iditol
C21H25NO5	C16708	Isoandrocymbine
C10H14BrCl3	C17109	Plocamene C
Bi	C15471	Bismuth
C20H26NO4	C21491	(S)-Tembetarine
C21H26N2O	C22756	Acetylfentanyl
C18H36O	C01838	Octadecanal
C20H28O	C15016	19-Norpregna-4,17(20)-dien-3-one
C8H14NO8P	C12987	N2-Acetyl-L-aminoadipyl-delta-phosphate
C12H17NO3	C12058	Cerulenin
C16H14Cl2O4	C11021	Diclofop methyl
C13H19NO3	C16705	Anhalonine
C34H32MgN4O4	C03516	Magnesium protoporphyrin
C19H28O2	C03772	5beta-Androstane-3,17-dione
C16H16NO6P	C04684	m-Carboxyphenyl phenylacetamidomethylphosphonate
C31H24O3	C16807	Difenacoum
C25H40N7O19P3S	C00683	(S)-Methylmalonyl-CoA
C17H12O2	C18274	7,8-Dihydropyrene-7-carboxylate
C30H26O10	C01863	Xanthoaphin
C17H22O5	C09602	Xanthinin
C15H32N4O4	C17711	Sannamycin B
C21H30O4	C15304	3beta,19-Dihydroxyandrost-5-en-17-one 3-acetate
C20H36O7P2	C21727	(13E)-Labda-7,13-dien-15-yl diphosphate
C10H6N2OS2	C14514	Chinomethionat
C15H20O3	C09660	Dehydrongaione
C18H32O15	C19966	beta-D-Glc-(1->4)-alpha-L-Rha-(1->3)-D-Glc
C14H14N2O	C07205	Metyrapone
C18H36N	C19133	Piproctanyl
C35H56O8	C08953	Hederagenin 3-O-arabinoside
C5H8N2O2	C21028	(R)-5,6-Dihydrothymine
C11H12O3	C17840	Dehydrozingerone
C7H14NO5P	C13735	Selfotel
C5H11O8P	C22337	D-Ribulose 1-phosphate
C19H26O3	C05290	19-Hydroxyandrost-4-ene-3,17-dione
C9H12N2O4S	C11747	Penicillenic acid
C14H20O7	C06046	Salidroside
C18H16O8	C09764	6-Methoxyaromadendrin 3-O-acetate
C7H8O6	C16579	trans-Homoaconitate
C13H14O8	C00994	D-Prephenyllactate
Cu	C00070	Copper
C7H7NO3	C07555	4-Nitroanisole
C6H13O9P	C05001	Fructose 1-phosphate(pyranose)
C25H22O10	C07610	Silymarin
C40H56	C05433	alpha-Carotene
C13H8Cl2O	C06643	4,4'-Dichlorobenzophenone
C15H20N2O	C10790	Tinctorine
C17H24O4	C09741	Trichodermin
C11H17O4PS2	C14510	Fensulfothion
C15H20O4	C09600	Vulgarin
C16H26N6O14P2	C20638	GDP-4-amino-4,6-dideoxy-alpha-D-mannose
C19H28O	C02941	3-Oxo-Delta1-steroid
C10H16N4O3	C01262	beta-Alanyl-N(pi)-methyl-L-histidine
C5H6N2O	C05130	Imidazole-4-acetaldehyde
C7H5NO3S	C12283	Saccharin
C12H20N4O3	C05010	Histidylleucine
C15H18O8	C06739	4'-O-beta-D-Glucosyl-cis-p-coumarate
C6H4Cl6O4	C19149	TCA-ethadyl
C16H17NO3	C16703	N-Demethylnarwedine
C9H8O3	C05838	cis-2-Hydroxycinnamate
C27H35NO3	C20535	beta-PC-M6
C12H11N3	C19187	para-Aminoazobenzene
C9H13N3O4	C21554	Torcitabine
C17H26O4	C10462	[6]-Gingerol
C15H24	C09635	alpha-Chamigrene
C26H33NO4	C12335	Militarinone C
C24H42O21	C03989	Isolychnose
C15H22O3	C09748	Warburganal
C5H9O7P	C21372	3-Phosphinomethylmalate
C12H7Cl3	C14357	2,3,4-Trichlorobiphenyl
C15H23NO2	C09571	Lophocerine
C6H14N2O2	C00047	L-Lysine
C6H13O11PS	C20831	6-Deoxy-6-sulfo-D-fructose 1-phosphate
C16H31NO9S3	C17254	8-Methylthiooctyl glucosinolate
C36H62O8	C22128	(20S)-Ginsenoside Rh2
C15H21F3N2O2	C07571	Fluvoxamine
C56H82O2	C21527	beta-Dihydromenaquinone-9
C31H47N6O16P	C04488	5-Methyl-5,6,7,8-tetrahydromethanopterin
C17H28N2O15P2	C21350	dTDP-3-O-methyl-beta-L-rhamnose
C20H31FO3	C15444	11beta,17beta-Dihydroxy-9alpha-fluoro-17alpha-methyl-5beta-androstan-3-one
C21H22N2O3	C22922	17-Dehydropreakuammicine
C21H24N2O4	C03309	Strictosidine aglycone
C41H28O27	C10230	Geraniin
C12H12O2	C16924	Butylidenephthalide
C16H19N5O6	C21646	8-Amino-8-demethylriboflavin
C19H30O2	C14932	11beta-Hydroxy-5alpha-androstan-17-one
C23H30O5	C09927	Euglobal-Ia1
C15H15NO3	C07149	Tolmetin
C18H32O16	C03367	6-alpha-Maltosylglucose
C20H24O10	C07602	Ginkgolide B
C6H10CaO4	C18379	Calcium propionate
C21H19F2N3O3	C11234	Difloxacin
C30H29N3O7S	C14855	4,5-Dihydro-4-hydroxy-5-S-glutathionyl-benzo[a]pyrene
C15H17NO2	C10705	Lemobiline
C10H10Cl2O2	C19115	Chlorfenprop-methyl
C7H7N3O5	C16393	2-Hydroxylamino-4,6-dinitrotoluene
C12H24O	C02278	Dodecylaldehyde
C8H15NO2	C10155	Lentiginosine
C8H16O2	C06423	Octanoic acid
C15H22O	C09729	alpha-Sinensal
C11H8N2O	C18737	Fuberidazole
C21H28O5	C10723	Tricyclodehydroisohumulone
C11H17NO6	C08338	Proacacipetalin
C22H26N4	C10573	Calycanthine
C32H48O5	C17734	Acetoxolone
C20H24O3	C20211	Yakuchinone A
C15H22O2	C09409	Eremophilenolide
C22H42O3	C19624	22-Oxodocosanoate
C17H26N2O14P2	C21071	dTDP-3-O-methyl-4-oxo-2,6-dideoxy-L-mannose
C4H10O2	C14687	2-Ethoxyethanol
C19H36O2	C03425	Oleic acid methyl ester
C29H44O12	C01443	Ouabain
C16H14O7	C15504	Demethylsulochrin
C2H7N3O	C06383	N-(Aminomethyl)urea
C18H27NO3	C06866	Capsaicin
C6H11NO2	C03969	1-Aminocyclopentanecarboxylate
C20H32O5	C02198	Thromboxane A2
C19H26O3	C04676	Testololactone
C19H24O3	C18510	Prallethrin
C18H18O6	C17413	Acetylshikonin
C8H12N2O4	C17360	Alanylclavam
C7H10NO6PS	C20247	2-(2-Carboxy-4-methylthiazol-5-yl)ethyl phosphate
C15H14O5	C12124	Apiforol
C35H60O6	C20785	Eleutheroside A
C5H10O6	C22219	D-Apionate
C15H18O3	C17912	Isozaluzanin C
C17H13N3O5S2	C07659	Sulfathalidine
C18H36N6O6	C17979	Formimidoyl-fortimicin A
C4H8O5	C01620	Threonate
C20H26N2O2	C09217	Isoajmaline
C12H8N2O	C21477	1-Hydroxyphenazine
C6H14O12P2	C04064	D-myo-Inositol 4,5-bisphosphate
C15H20O4	C09683	Hirsutic acid C
C25H41NO7	C08678	Delsoline
C10H16O3	C20324	[(1S)-4-Hydroxy-2,2,3-trimethylcyclopent-3-enyl]acetate
C7H10O5	C04236	(2S)-2-Isopropyl-3-oxosuccinate
C15H16N2O6S2	C07139	Ticarcillin
C13H8O4	C22607	Isourolithin A
C39H63NO14	C12152	Niddamycin
C17H20N2O	C18427	Daimuron
C46H78N2O15	C18844	Spiramycin III
C7H6O6	C02514	3-Fumarylpyruvate
C15H11O2	C21381	Anthocyanidin with a 3-hydroxy group
C9H11NO2	C19565	4-Hydroxy-1-(3-pyridinyl)-1-butanone
C2H5NO2	C00037	Glycine
